,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
10,10.0,Dhaka,Narshingdi,2263,137452,21.09.2020,,12,21,13,6,31,5,18,9,39,3,2,13,4,3,2,2,4,4,4,2,5,4,3,,,,,,
11,11.0,Dhaka,Rajbari,3004,137452,21.09.2020,,0,50,0,55,32,51,18,0,28,22,21,22,5,13,0,16,11,13,11,9,20,0,6,,,,,,
12,12.0,Dhaka,Faridpur,7035,137452,21.09.2020,,60,94,33,42,28,1,34,70,35,21,34,44,14,31,10,15,34,17,20,10,22,19,12,,,,,,
13,13.0,Dhaka,Tangail,3040,137452,23.09.2020,,11,53,22,45,36,1,40,20,24,8,27,5,0,26,16,22,5,30,15,0,17,6,17,,,,,,
14,14.0,Dhaka,Shariatpur,1670,137452,21.09.2020,,7,0,11,0,11,0,14,0,8,0,11,0,13,0,17,0,13,0,6,0,0,0,18,,,,,,
15,15.0,Dhaka,Gopalganj,2536,137452,23.09.2020,,33,0,0,0,23,11,36,9,13,8,10,11,6,8,0,21,8,4,2,1,4,4,4,0,,,,,
16,16.0,Chattogram,Chattogram,18454,46270,23.09.2020,,58,82,107,63,61,22,71,74,54,53,53,49,51,75,73,76,43,67,60,25,52,56,77,,,,,,
17,17.0,Chattogram,Cox’s bazar,4615,46270,23.09.2020,,14,27,38,9,25,19,25,32,47,48,11,32,17,33,23,16,18,12,26,47,12,26,38,,,,,,
18,18.0,Chattogram,Comilla,7352,46270,23.09.2020,,41,13,33,18,16,26,35,32,34,28,18,19,25,37,31,21,18,20,16,21,17,22,17,,,,,,
19,19.0,Chattogram,B. Baria,2428,46270,23.09.2020,,13,0,0,23,0,37,0,9,0,0,7,16,1,8,4,0,7,1,0,4,7,5,0,,,,,,
20,20.0,Chattogram,Khagrachari,667,46270,23.09.2020,,8,0,0,7,0,0,5,0,5,0,4,0,2,0,0,6,0,2,0,2,0,0,0,,,,,,
21,21.0,Chattogram,Laksmipur,2103,46270,23.09.2020,,15,22,19,11,15,0,9,17,9,3,4,5,0,7,0,19,5,2,0,6,6,0,4,,,,,,
22,22.0,Chattogram,Bandarban,764,46270,23.09.2020,,2,2,5,9,1,1,1,2,5,3,0,6,8,6,6,4,0,0,7,1,0,8,2,,,,,,
23,23.0,Chattogram,Rangamati,888,46270,23.09.2020,,0,9,6,4,1,0,4,4,3,3,1,1,1,3,3,2,5,2,1,0,3,2,1,,,,,,
24,24.0,Chattogram,Noakhali,4912,46270,23.09.2020,,16,52,31,42,21,7,23,9,28,17,14,18,3,18,7,18,10,10,10,0,9,12,6,,,,,,
25,25.0,Chattogram,Feni,1826,46270,23.09.2020,,10,0,10,12,1,17,8,18,4,8,5,5,0,10,4,8,4,7,4,0,7,6,8,,,,,,
26,26.0,Chattogram,Chandpur,2261,46270,23.09.2020,,3,9,2,11,3,1,6,9,5,4,3,8,4,6,7,7,8,3,9,6,7,8,5,,,,,,
27,27.0,Sylhet,Sylhet,6686,12379,22.09.2020,,40,53,41,62,62,49,66,65,37,64,53,48,32,48,38,28,37,35,29,14,34,38,,,,,,,
28,28.0,Sylhet,Sunamganj,2302,12379,22.09.2020,,18,11,18,13,15,10,19,9,5,20,2,27,8,29,8,0,19,8,6,1,6,3,,,,,,,
29,29.0,Sylhet,Hobiganj,1723,12379,22.09.2020,,23,10,8,19,1,9,5,0,6,18,9,11,0,12,0,19,8,3,8,1,8,6,,,,,,,
30,30.0,Sylhet,Moulvibazar,1668,12379,22.09.2020,,0,3,25,4,11,11,9,6,8,9,14,16,0,0,0,16,15,2,6,0,5,0,,,,,,,
31,31.0,Rangpur,Rangpur,2749,11666,21.09.2020,,54,29,19,21,13,17,13,13,14,7,14,13,13,12,15,10,10,13,11,7,18,10,,,,,,,
32,32.0,Rangpur,Gaibandha,1143,11666,21.09.2020,,58,12,7,10,8,9,11,5,5,7,4,5,4,7,5,4,9,2,5,3,9,7,,,,,,,
33,33.0,Rangpur,Nilphamari,1025,11666,21.09.2020,,12,31,12,0,0,0,0,0,16,0,6,0,0,13,0,0,0,0,15,7,8,2,,,,,,,
34,34.0,Rangpur,Lalmonirhat,842,11666,21.09.2020,,10,13,8,9,14,8,4,5,8,4,5,4,6,3,3,8,3,6,9,6,2,1,,,,,,,
35,35.0,Rangpur,Kurigram,887,11666,21.09.2020,,18,1,0,5,8,4,2,3,8,1,2,8,2,1,6,3,3,5,8,4,0,3,,,,,,,
36,36.0,Rangpur,Dinajpur,3328,11666,21.09.2020,,20,58,32,0,0,0,12,9,21,0,18,0,0,13,0,0,7,34,11,7,20,9,,,,,,,
37,37.0,Rangpur,Panchagarh,596,11666,21.09.2020,,6,0,7,0,0,0,0,0,3,0,2,0,0,15,0,0,13,0,13,8,5,0,,,,,,,
38,38.0,Rangpur,Thakurgaon,1096,11666,21.09.2020,,13,55,14,0,0,0,0,0,17,0,9,0,0,14,0,0,0,4,20,8,24,8,,,,,,,
39,39.0,Khulna,Khulna,6275,21465,23.9.2020,,45,52,45,30,50,34,31,32,10,29,29,19,31,21,21,27,29,15,30,20,12,7,8,,,,,,
40,40.0,Khulna,Jashore,3809,21465,23.09.2020,,33,39,37,40,37,22,37,32,21,36,21,21,6,22,8,4,28,13,20,3,24,23,15,,,,,,
41,41.0,Khulna,Bagerhat,979,21465,23.9.2020,,8,0,0,5,7,4,2,4,1,5,10,7,0,10,3,4,0,4,0,4,0,2,0,,,,,,
42,42.0,Khulna,Narail,1309,21465,23.9.2020,,13,0,8,4,3,18,0,8,13,5,4,1,1,0,5,13,4,7,0,6,2,7,3,,,,,,
43,43.0,Khulna,Magura,895,21465,23.9.2020,,0,0,5,7,5,6,7,3,7,6,5,3,2,5,1,0,1,5,1,2,0,3,5,,,,,,
44,44.0,Khulna,Meherpur,598,21465,23.9.2020,,4,1,7,1,0,12,2,2,3,6,5,4,0,5,3,2,1,2,2,0,0,3,2,,,,,,
45,45.0,Khulna,Satkhira,1093,21465,23.9.2020,,10,12,0,15,2,3,5,4,1,0,0,13,0,0,0,0,0,1,1,0,0,1,1,,,,,,
46,46.0,Khulna,Jhenaidah,1890,21465,23.9.2020,,28,10,26,9,0,24,21,13,11,11,17,5,0,9,15,8,7,13,6,0,12,10,11,,,,,,
47,47.0,Khulna,Kushtia,3210,21465,23.9.2020,,10,42,31,20,28,5,33,25,28,18,24,16,13,20,21,17,23,12,15,7,21,20,13,,,,,,
48,48.0,Khulna,Chuadanga,1407,21465,23.09.2020,,3,16,5,6,8,0,6,7,7,11,14,9,0,13,9,3,6,8,3,0,7,5,7,,,,,,
49,49.0,Mymensingh,Mymensingh,3630,6320,02.09.2020,,21,18,10,20,17,7,23,12,11,30,20,12,5,11,11,4,8,9,4,5,7,7,10,,,,,,
50,50.0,Mymensingh,Jamalpur,1514,6320,28.08.2020,,7,13,7,7,1,3,7,6,6,5,13,5,5,10,8,8,6,7,6,15,3,14,10,,,,,,
51,51.0,Mymensingh,Netrokona,714,6320,28.08.2020,,1,1,3,1,2,5,0,0,1,2,2,3,1,0,0,0,1,0,1,0,0,2,3,,,,,,
52,52.0,Mymensingh,Sherpur,462,6320,28.08.2020,,3,0,3,2,1,4,2,0,4,2,1,2,1,0,2,4,1,1,0,0,0,0,0,,,,,,
53,53.0,Barishal,Barguna,904,8204,27.08.2020,,0,7,0,4,1,2,7,1,0,4,0,2,4,0,4,0,0,1,4,2,3,2,0,,,,,,
54,54.0,Barishal,Bhola,718,8204,27.08.2020,,10,3,1,8,1,4,2,0,6,2,1,3,2,0,1,7,0,1,1,2,4,3,1,,,,,,
55,55.0,Barishal,Barishal,3429,8204,27.08.2020,,10,29,18,10,27,11,30,9,12,10,13,13,7,11,15,7,4,13,3,5,11,14,10,,,,,,
56,56.0,Barishal,Patuakhali,1403,8204,27.08.2020,,3,5,8,0,10,4,3,0,1,3,1,7,1,0,6,1,6,7,2,1,7,6,7,,,,,,
57,57.0,Barishal,Pirojpur,1060,8204,27.08.2020,,12,9,0,15,1,3,1,4,0,0,3,2,0,0,1,12,10,4,3,1,0,4,1,,,,,,
58,58.0,Barishal,Jhalokathi,690,8204,27.08.2020,,0,7,13,3,0,2,1,2,2,4,2,1,2,1,2,0,1,2,3,0,1,1,0,,,,,,
59,59.0,Rajshahi,Joypurhat,1064,19637,22.09.2020,,21,1,2,0,19,1,0,28,0,4,0,0,13,16,1,1,0,0,15,0,1,0,6,,,,,,
60,60.0,Rajshahi,Pabna,1113,19637,22.09.2020,,0,14,0,0,0,24,0,0,0,8,0,0,0,10,3,1,0,11,1,11,12,12,0,,,,,,
61,61.0,Rajshahi,Chapainawabganj,765,19637,22.09.2020,,0,0,2,12,1,0,11,0,8,1,1,0,0,9,0,0,0,12,4,0,0,0,2,,,,,,
62,62.0,Rajshahi,Bogura,7459,19637,22.09.2020,,68,24,38,47,37,30,36,42,38,30,36,34,31,35,35,28,30,17,28,32,13,31,50,,,,,,
63,63.0,Rajshahi,Natore,960,19637,22.09.2020,,0,0,12,0,0,1,23,0,2,13,0,18,0,0,0,4,11,0,0,0,0,0,12,,,,,,
64,64.0,Rajshahi,Naogaon,1286,19637,22.09.2020,,9,4,0,25,0,0,0,18,0,16,2,0,20,1,0,0,0,0,1,24,10,0,0,,,,,,
65,65.0,Rajshahi,Sirajganj,2122,19637,22.09.2020,,5,10,18,19,14,2,5,5,0,0,6,11,5,10,19,11,14,7,8,9,5,4,6,,,,,,
66,66.0,Rajshahi,Rajshahi,4868,19637,22.09.2020,,12,17,14,15,11,12,10,20,6,10,31,13,14,11,12,13,9,20,12,6,10,7,14,,,,,,
67,67.0,,Total,263393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
